instance_type,region,cpu_usage,memory_usage,network_in,network_out,storage_usage,uptime_hours,cost,is_idle
t2.medium,ap-south-1,82.4280513564851,56.311755769277646,497.65033432175915,231.41635956474244,1621.7563178639698,390.4515631192066,318.3983951132822,0
m5.large,us-east-1,25.663290783143715,42.30587795622279,247.03008255857816,502.97554767196505,1313.0233526818233,512.8052233174471,329.7954091588094,0
c5.xlarge,us-west-2,15.548904070013236,67.39627669071412,266.013145953895,764.1623074766096,403.5795309628804,515.2848126347567,361.9209405362822,0
t2.medium,ap-south-1,18.062240110194132,62.39895715847608,282.0645542423833,631.2097824540818,481.39658910710943,389.813158100188,193.7114424736493,0
t2.medium,ap-south-1,11.457746052123978,74.96428359434395,448.0363513395801,370.69429274017267,986.6607058095875,670.3264421862696,275.87196808416667,0
m5.large,us-west-2,17.555436860474273,65.01203373349963,146.03518505835785,848.4184182070858,914.4009075602712,461.67873960078117,304.91285007704613,0
t2.small,us-west-2,64.64054187330855,47.94552003035963,458.01409683618834,829.7660569993458,1538.3796853471304,441.6877870875004,271.719359895172,0
t2.medium,us-west-2,15.695091876818319,63.74283045563811,560.5367024032307,267.47871950727904,1245.3268516352334,718.7071477441858,303.36916572388674,0
m5.large,us-west-2,35.5180504235009,37.89977632660221,534.9648564696927,131.53406809629038,898.6395458040488,456.62018931776066,282.81415723165225,0
t2.micro,us-west-2,77.59002487755636,39.91037742058383,444.5056903627365,693.0469666806098,507.3685102106941,292.7670910028621,153.33429385274778,0
m5.large,eu-central-1,11.86175485886607,71.28403539485157,855.2319472636773,762.0882090793226,608.3067841858913,466.7960998889878,313.6255898331508,0
c5.xlarge,us-east-1,75.15747860711487,49.01726856610284,230.7940231784537,874.2916527610843,1235.901833244306,623.2887024703637,564.7214439028531,0
c5.xlarge,us-east-1,32.548381981872,71.89472213369291,555.1270694032366,811.8691152706485,962.1898488196265,603.9673699871064,508.77876654184166,0
t2.small,ap-south-1,19.4531862097325,73.4574542884381,155.83727526089888,580.4278145651319,1126.8695159492097,610.0625178564048,231.6596517326224,0
t2.small,us-west-2,65.73897322913206,75.74155194798345,164.04011099011876,524.0418713699046,507.2193835440206,568.172367678914,215.95944588366544,0
c5.xlarge,eu-central-1,60.31542774239072,79.58129032967847,616.4792647093867,122.27284101006903,1393.2312542202185,332.1932711146779,474.39415764229005,0
c5.xlarge,eu-central-1,80.19776108216423,48.01403933336425,609.4165823990388,297.32515747582227,1734.5697335407406,648.2837246369204,625.0688422264936,0
t2.medium,ap-south-1,68.80568350431086,40.726343190874026,890.2301615600113,467.6918013863411,664.291112216421,664.5906019956578,308.1723505611199,0
c5.xlarge,us-west-2,74.27847443078788,57.8429185286174,602.0863080940659,602.8031200668543,1084.7256064972878,300.95940224164553,466.13451310490524,0
t2.small,us-east-1,32.562765805704515,44.12620752344579,963.8119183643652,545.8014666547285,1955.9491922376233,267.83693100672485,257.1264752047216,0
c5.xlarge,us-west-2,24.195163502377824,59.06982084201514,143.8253635599368,694.1087917453524,799.8351329913097,707.3145836663382,455.48212308866437,0
t2.small,eu-central-1,70.04918013126867,65.8630810718486,188.20691630266697,323.81354470963265,1271.08342086277,651.5284610981913,270.13243646404317,0
t2.micro,us-west-2,74.54677914138112,64.7463262019889,139.65927541334327,551.9620861219786,362.35226036043986,664.4827965491722,183.1996181512386,0
c5.xlarge,us-east-1,89.24041136005387,44.34593765630789,266.749165300186,170.5137947126337,1290.8270044629978,660.9157200046855,548.4515654423769,0
t2.small,us-east-1,43.00941415291412,30.845913110418934,587.1430998475103,430.93241886656557,361.33719194831224,481.6771484975387,178.753916797293,0
m5.large,ap-south-1,39.761446863422655,47.98440700004349,681.0149632846852,700.1286663636808,1926.6237835828797,536.1289030662158,445.8649886720437,0
t2.medium,eu-central-1,72.11303685935974,29.268619365324067,141.0266421538019,654.7206827432352,1488.1927737301605,483.5886831094937,307.2449364204569,0
t2.small,us-west-2,37.264283220241424,77.85630728694754,951.3738008610394,892.5141897377432,1618.6876186442717,226.62730157897113,265.25831047066544,0
c5.xlarge,us-west-2,84.46058604828518,42.48203494796073,857.948838985343,322.3129007902048,1467.3878493889463,587.6616043834417,596.6505637049552,0
c5.xlarge,ap-south-1,78.67302014744095,30.039883569516046,366.9512339413838,498.55143933918333,1261.5122649376383,462.77265733465777,491.184481323981,0
t2.micro,ap-south-1,44.319522190001464,21.65410439387381,169.46877720382116,363.62433101919737,1009.8430059539097,536.8087188909194,163.61669340327524,0
m5.large,ap-south-1,70.06968542331978,61.978455108621475,252.89836589715154,452.4824912473398,1745.0720835699124,461.37269858727836,414.27922658966077,0
t2.small,eu-central-1,70.36342992677459,61.39865063455831,214.24997237947542,785.5601038955105,1922.3042015775134,455.7418876076771,296.60354942687763,0
m5.large,us-west-2,18.24990950687461,42.13927082778396,210.95540136905217,647.3672601507893,1098.2651112273463,289.3303369284388,258.19400253618085,0
t2.micro,ap-south-1,82.20423253436533,24.661272775097316,566.7055197991606,805.9529530780653,1876.7630884794717,344.9311318733975,229.27342980688294,0
t2.medium,eu-central-1,50.42018979582857,46.625878168190084,321.2626982440603,262.80888666550914,1249.9992379793316,282.603399810857,233.83774276077324,0
m5.large,us-west-2,76.11659728861933,40.229137179120585,422.32574487623,798.6888942731504,1169.09153641358,301.7464737251781,350.6397736040297,0
t2.micro,us-east-1,35.603968082448944,64.01284158277561,990.5548000458903,147.80981934270756,1018.0689193196421,705.9482378185585,208.72192479237626,0
t2.small,ap-south-1,81.64185827969604,59.37565121442487,715.8828240328103,810.879424349722,576.7179707542157,279.6189918015432,218.0105548483999,0
t2.medium,eu-central-1,41.13613429873305,43.6985923328401,954.0826003423012,363.25902356858234,206.69538947250655,340.020620638708,193.9957304158915,0
c5.xlarge,us-west-2,10.867012118423869,34.163016026574354,228.30089952980404,351.6701067312532,634.7112083409103,507.10662202406417,318.2089077331607,0
t2.micro,us-west-2,82.4305581135411,84.22233780011346,443.92552734931235,509.6708613589311,1117.5017088864174,517.2928596430538,217.7218961213565,0
c5.xlarge,ap-south-1,17.302934142890685,49.510105377747465,599.2586229541189,852.5521501785854,883.9279140675545,280.0665474667911,370.1824095407757,0
t2.medium,ap-south-1,35.54509100723319,64.7378253257154,169.08225569986422,138.2250917451243,1007.2734104047408,612.7330614083104,262.44976150886976,0
t2.micro,us-west-2,86.0049573640644,29.135942892593448,103.76869926516208,381.7847800565962,1965.1667952152893,608.305491314669,238.62555859790805,0
t2.micro,eu-central-1,86.04857175500449,51.56333047786086,703.3909004172258,785.2575909466685,830.4902672047897,323.40520618602335,189.87548076065787,0
t2.medium,us-east-1,55.87503104986289,21.789886791515258,677.6375651212918,416.8435819483734,1013.9292908481942,350.1064773912394,245.8105479930009,0
t2.small,us-west-2,60.54697697358394,52.85458266417925,469.7099289996506,259.3255180776536,440.3279924350752,687.7536900389384,217.85548626403366,0
t2.micro,eu-central-1,45.87564175826558,82.66113146265064,540.6796684288294,439.83534506512945,286.32391838657776,629.3491519093286,170.64360701047912,0
t2.medium,ap-south-1,33.456861735845166,44.973436344077015,473.89870053288064,408.44200119333544,1595.7371262664903,562.8544571925124,308.71628119702973,0
m5.large,us-west-2,36.29316362959328,22.534740817369254,121.60454036039997,832.3329611733627,1227.2297151295616,242.76127518551226,273.67337249077127,0
c5.xlarge,ap-south-1,63.801476486163075,22.01212640975733,401.8344455957162,709.5475005944777,1569.268650879011,417.49732206933936,510.9858193662482,0
t2.micro,us-east-1,70.1899623550144,45.21913939654652,259.37402985756086,504.09244459520505,469.7530379957929,490.8369734799501,159.29882609206607,0
m5.large,ap-south-1,73.32632349806788,30.401620870107614,188.58177019123187,890.6964533772568,1229.2917881288436,297.453869751564,337.0644709900488,0
t2.micro,us-east-1,73.16945142356431,21.517886261332084,961.0483905004148,472.22202502073867,656.556453814476,433.0778226962767,176.15501204140486,0
t2.small,ap-south-1,17.29648824389523,69.1538849067615,639.4237525379491,146.5902646562202,610.5112704200359,512.5334562941188,184.20608347335448,0
t2.medium,ap-south-1,49.553624376206514,49.803995577322894,755.7906558129424,309.8194574519879,220.74682529537347,370.2358736600076,197.39909474261813,0
t2.micro,us-east-1,14.604700801331543,38.800910178222544,383.82736893950573,448.8563841754501,434.6133024243294,606.0913058542533,140.6120001698865,0
t2.medium,ap-south-1,53.96231058589884,78.50540689607125,453.8324165446137,225.5220993168961,756.6826006994517,637.0337824521789,283.31029583454057,0
t2.micro,eu-central-1,45.32244010987016,27.549032413034166,313.2315945070511,858.0521010592344,410.3817690636903,368.27692410571683,133.75274276769252,0
t2.small,ap-south-1,81.01633462066398,82.13472388209576,187.26910386888227,713.4791182542185,1974.5451927396875,636.1017203360777,338.5240361307679,0
t2.small,us-west-2,38.07320100416629,40.407836629527935,261.1284736974254,314.6297603422181,755.5387673431112,253.85981437356781,149.93273214254307,0
m5.large,ap-south-1,19.36536131420847,77.74623870006428,817.7626407668373,572.6436268143327,434.5831040641907,635.6191312837814,332.74591582079245,0
t2.small,eu-central-1,21.43933456422687,59.191286971165,709.7912246653982,677.1593256876577,558.3481630903239,279.43022446716066,170.57890424287194,0
t2.medium,us-west-2,70.92085053739778,73.73597838319668,592.2359883869292,853.0231431254384,1257.8658110146578,243.12211930505754,297.2826880524033,0
t2.small,eu-central-1,59.45744506530089,83.96085560868018,527.5808855800913,805.3082793403286,315.2783429566193,533.7232103093259,227.47550831122288,0
t2.micro,us-west-2,18.08981408982322,38.74635345821847,930.190855290512,512.153780910571,1752.3814342540825,445.40743019275305,208.80004597499976,0
t2.small,ap-south-1,16.728544489199795,82.47380655149354,165.46145300080155,719.7220958344141,1930.699422626865,672.103112214673,298.86055000411994,0
t2.medium,eu-central-1,66.0775305167296,45.31632316865732,352.54073191412436,549.7158030620681,644.1453572012856,388.8583819672416,235.02629357767844,0
t2.micro,ap-south-1,15.821040509135482,45.05827380789995,414.94406821364265,542.163112036432,1010.1714834635468,349.31917698756695,142.79978662714726,0
m5.large,us-west-2,75.7488047432285,42.12516177654287,804.183230991509,191.7935666705535,239.84201185309473,460.3821511949831,292.2879205756108,0
m5.large,eu-central-1,66.4993781725197,55.19149447759304,993.2631581457742,200.91012641292167,1353.2784045089986,437.09201659970387,395.40772662134526,0
m5.large,us-east-1,16.50790245135198,30.019427806601662,316.60346328143777,523.6268920179659,945.06690449466,379.1025840329379,255.82678325816923,0
t2.micro,eu-central-1,16.787017126815353,55.99124654827072,886.8766007233726,315.0892359832053,686.1052389828003,560.7454753231309,165.5497262666898,0
m5.large,ap-south-1,88.93116628009403,55.21081280665026,847.5604843886122,116.8295219683749,572.3067991098953,594.9721536352323,370.08514881523456,0
t2.small,us-east-1,39.941663660489624,69.52361781931654,302.19165787758993,678.2713631201698,1377.2415397857687,643.551663895671,274.51436475916654,0
t2.micro,us-east-1,39.65137176535127,74.18724752594306,459.3993221793003,125.98927735213196,949.190655858166,705.8854344493783,194.14478450342392,0
t2.micro,us-west-2,75.0239653806002,48.628687770307565,468.7055823632672,576.2214728832437,523.3867202538416,338.66121990890235,156.5293746671535,0
t2.micro,us-east-1,85.7798861907087,39.6516612078471,980.3986016739025,531.3550353018516,1440.3963466762832,572.36861089478,246.07231092929763,0
c5.xlarge,us-east-1,88.88008510582966,36.85676832561114,262.8027112410085,875.0517524622436,1217.1301094660485,405.01428245778754,512.7588995426856,0
t2.medium,us-west-2,70.27025482071534,32.650549385816674,819.2421739943038,487.3705114781133,1745.609698873093,552.0826254145762,361.36910619431177,0
c5.xlarge,eu-central-1,40.10076684247326,23.747092842936617,400.77344275579895,150.88114910223788,411.4566179776872,447.5104789815946,300.9974331938329,0
c5.xlarge,ap-south-1,16.6800573358935,42.25911862425637,757.7833111985443,541.3503742451694,1614.199883500021,716.7620134393244,572.0357237025183,0
c5.xlarge,eu-central-1,72.17175327419494,37.56609998850091,478.0099038660966,772.8769364928811,1412.3302162710663,579.0291106111899,574.2482775411272,0
t2.medium,us-east-1,54.6723399788644,82.81713008131648,620.5237868048861,897.4794274251519,407.0196862905761,695.2954762258487,315.54532742748006,0
c5.xlarge,ap-south-1,43.937760739758104,56.25107370625285,849.350595993518,444.27453895125797,1450.6773137690973,634.1841657302166,571.4418380858274,0
m5.large,eu-central-1,82.50835080757888,42.57300753698299,823.7490084854958,356.238993997394,994.7851199836947,669.508525804953,420.9727225700627,0
t2.micro,ap-south-1,18.895798584492105,57.730394064590236,879.7808651857301,825.3226375615991,1900.9726140005175,623.4979825516309,250.38532093550376,0
t2.micro,us-east-1,49.41000834326873,29.04778558747021,153.65559281019313,252.9937032608971,454.90043111221877,438.76274779547396,124.36132507295893,0
t2.small,eu-central-1,10.908291581393526,48.86284369814319,722.8454977357703,592.3431320263413,1357.1001034683284,330.92999574037987,209.11745725129256,0
m5.large,ap-south-1,47.4928513595301,60.70523089236915,225.9886390495866,424.57153934475815,887.5640818333027,392.56649123427155,295.23721409523256,0
t2.medium,ap-south-1,14.504262054546988,51.77835906650934,474.2367112165699,132.86589196444424,1922.26640706358,210.52284097277425,241.1705701202634,0
t2.micro,eu-central-1,19.505433301445755,46.11562204253107,593.7295735492196,377.83077944455823,793.9548115224976,472.47644708162693,153.37480365576369,0
c5.xlarge,eu-central-1,19.40209974216839,84.60014527848038,462.4655362721477,312.1828180021397,1931.9346370852402,462.6300561406125,527.3304452518094,0
t2.small,us-east-1,61.93682416928509,77.22045953968026,567.6505082227068,648.8729231547895,1822.6745319813483,473.13024171185384,301.6300103167367,0
t2.small,us-west-2,69.68359034123387,60.521387280363605,996.8736779187573,859.0323981535345,686.6898235591814,706.4962369854732,293.396028377269,0
t2.micro,ap-south-1,56.66950120777277,57.00952847684838,221.69558234156926,314.43774990291024,1646.37519828757,673.9560817965164,229.09320529601905,0
m5.large,eu-central-1,86.97380387796335,60.342931188597966,707.910440802783,749.1727513213453,1992.0875632463108,284.09064473165614,457.714899516691,0
t2.small,eu-central-1,39.98964636189633,33.08528700845816,456.4008697470537,144.28785355072762,654.7934039083082,391.8189112090624,164.77336841148926,0
t2.micro,eu-central-1,32.85696690254886,45.683953312180705,219.7088190165959,530.4968080318506,986.1989047819754,420.4572133208962,156.91841974611535,0
m5.large,ap-south-1,79.48793025515683,22.564869637908455,242.86308703687857,156.44005096791568,1136.3253258201676,387.47711728285685,310.29043266862124,0
t2.micro,us-east-1,27.88766708155621,50.910492436643736,954.3457956210552,847.2263929045115,730.8760444469558,615.2179010740348,198.1321700111644,0
t2.micro,us-west-2,87.0578031552489,55.2965979572481,891.6413470405859,713.0810244459121,227.47671136285356,472.4995883311452,184.809777539611,0
m5.large,ap-south-1,10.972357975185307,34.80373284670863,916.3377643735197,626.3599289636738,596.2326395555481,497.491904825245,291.0898397643636,0
m5.large,us-east-1,87.59030613661112,82.6618750657584,992.3794982446478,759.1171052997314,707.4863918151652,643.5670506737213,457.3919993965117,0
m5.large,ap-south-1,13.452792956046089,79.11454971092073,287.48385100766615,618.0158364561305,998.4794623727369,619.0826397759865,343.2403346424124,0
t2.micro,ap-south-1,81.29144909584569,66.93931030463388,419.8954036276556,875.1555177394329,507.9844611441234,268.74999186655583,165.347401973289,0
t2.small,eu-central-1,52.21608872690399,54.67013086974857,702.29712693238,671.1663582918172,1771.8578420450108,571.2355837234898,305.6184810872116,0
t2.medium,us-east-1,89.43718368954403,76.54799537709953,535.4222858745825,839.7268876657974,1468.8400389164049,426.42678702905846,357.6844562128292,0
t2.medium,eu-central-1,15.903725178831909,28.49240234852509,476.55058004050017,513.7055136085105,353.3608596073916,353.21742959250025,162.2576953930753,0
t2.micro,eu-central-1,54.30834275210566,71.38313662786751,422.0301244020337,193.6515303854901,1370.1664120518765,226.0097868691369,164.8224391580526,0
t2.micro,us-east-1,87.54420284952792,28.11335290784514,634.402568749107,522.5421771384138,1376.5816575301167,453.36977137963447,216.66959482084886,0
t2.small,eu-central-1,51.847827533611905,71.62369306571135,618.0340857760738,201.49826245047464,1921.1981125585298,384.8270739767563,272.1286246457013,0
m5.large,eu-central-1,60.351891050821,37.9248919363382,245.31205065781606,573.994783341124,205.43756844109024,330.78678063172845,225.38617000706103,0
t2.micro,us-west-2,65.65989511876937,77.01088776618228,524.5658537665952,485.99444842213035,646.2784096504529,561.229299390418,193.07863773623308,0
c5.xlarge,us-east-1,46.36328518142186,81.36273609865086,598.124598588865,598.0603182662253,1870.0246628755679,600.1324014041052,630.9011534248488,0
m5.large,us-east-1,60.204646406725075,29.671738011332515,613.2582448582514,108.03758484386528,1877.8410477169095,327.2905498953009,367.80931935165825,0
t2.micro,eu-central-1,56.74514495384802,50.07391432925058,289.0964736211166,255.8723933242913,1497.0555548671473,225.71266707326058,164.41324313062893,0
c5.xlarge,eu-central-1,82.09264083927911,83.76417958057453,768.0442530270581,493.0643455297047,1578.373977885572,641.3514042939222,666.0656871261308,0
t2.small,us-east-1,13.63571042731663,51.42148333825453,122.67918533896267,860.4028492713079,364.6693242733648,205.1790654262377,123.8511723323509,0
c5.xlarge,us-east-1,32.477055167378424,76.13058896344543,419.3486699888464,406.88723228412675,1124.9765026008204,687.2984968391654,511.2071514549314,0
t2.micro,ap-south-1,86.0329187261247,58.26754893853579,802.1913836820702,439.49762084290774,616.8493843201989,526.3623344710071,199.2572624207426,0
t2.medium,us-east-1,81.2211027112733,44.39644401477412,607.5036289498621,671.7568712052978,526.1924785045111,367.3602503046866,254.5694938002774,0
t2.micro,ap-south-1,46.45254022285704,38.57593110918157,335.0461892597742,583.0342058288944,1658.5459384219985,328.16851297990286,185.86759906980663,0
t2.medium,eu-central-1,59.61060782412294,33.20950092059567,725.457807408743,339.14092007866657,443.06864602498536,204.68294541752712,185.17632055146723,0
t2.small,us-west-2,32.19049463849061,69.51688243955033,610.6518497404661,428.65311645394223,1043.5729465934933,322.4451368456561,203.17362063250405,0
t2.small,us-west-2,25.049692777900905,45.12513294349681,816.6192485107484,274.15983908578596,1889.4408312548594,271.6187167889134,231.38034588210672,0
m5.large,ap-south-1,47.09587239519857,53.232905043048824,761.522667570841,872.8171673041668,534.4977000176166,518.3264347760357,345.18497304960897,0
m5.large,eu-central-1,38.268178242084225,52.00115620007683,649.0971298326111,204.50750524588778,1960.3881627288224,286.60370606877666,362.965644383755,0
t2.medium,eu-central-1,56.692488948069766,57.52313690015353,539.3599077797326,397.46942765313554,1989.7183743699063,474.88751551904204,350.25205029667455,0
t2.medium,eu-central-1,16.218770957198785,76.2625144655959,219.86391310077107,120.67117777600896,1200.1108784283251,506.86053961912484,243.28844253284757,0
t2.small,us-east-1,87.95158461329332,83.74805733292291,335.19971609684535,277.4235935468371,506.25693231888425,354.98168314039555,202.1817625419424,0
c5.xlarge,eu-central-1,88.89685955836823,46.4929735572981,477.18952562537675,724.3769107041239,768.9887982936121,218.23377348973372,414.1058899568091,0
t2.medium,us-east-1,65.85293712157961,73.7887299369097,639.3693583057498,260.9401858311036,964.0870988177633,219.37201791938196,241.9296180968519,0
t2.medium,ap-south-1,52.88770930752963,69.69430665255665,562.3370696937743,164.05072202317248,756.7836038448013,213.70061274083716,204.49794197096944,0
c5.xlarge,us-west-2,34.76220930290622,57.27938184461226,359.36607336357656,479.56254387561864,705.1440437777284,584.344826911004,422.1777419891647,0
m5.large,ap-south-1,75.10360157655589,82.14306433477566,105.8179220107395,107.97538778761479,1950.0134765894436,365.365046503435,400.2512281800004,0
m5.large,eu-central-1,64.77849380431034,33.030843509346184,546.6152997107325,167.81292354106654,476.05668934834216,614.0760967031852,312.2956439293343,0
t2.medium,eu-central-1,23.009355147591304,27.102173670125392,357.06338970601877,746.1006956503801,1519.9902356903522,424.5010683982816,271.02213351668917,0
m5.large,ap-south-1,82.8741747595074,75.50752785210244,761.1474706394815,717.1786758876851,200.73852099051476,435.5590124315812,337.81954485279283,0
m5.large,us-east-1,75.80297943385352,48.54473808119364,121.55163874343515,832.1110563239168,1273.1288049242783,466.6989533049783,385.4739604599952,0
m5.large,us-east-1,85.98399306335392,75.05297552345894,626.3450301752118,783.6123487285996,1848.6974071172942,570.776357315054,514.762727818707,0
t2.small,us-east-1,68.0575606710688,78.05086333770197,947.3268137554588,646.5404505918544,718.2813693677942,342.22149023144766,236.58547566810762,0
t2.micro,us-west-2,59.07321567486319,24.059743585239644,256.9683404003496,141.86628584053028,533.9467554638945,263.225421757434,112.01420853274657,0
t2.medium,us-west-2,43.45944290324951,77.42520959409394,524.4845416755359,726.278894389326,1373.0236307811685,489.14981429956,316.762448214153,0
t2.medium,eu-central-1,84.61827866832107,49.14073859901244,182.27979263542437,776.4086486724484,1482.6825331371076,370.0283640862244,310.84292966328894,0
t2.small,ap-south-1,79.28511116003267,53.17811178527509,663.1137210352174,739.2657166175636,1438.4549341135664,430.09548310737944,285.2284551987968,0
t2.micro,ap-south-1,13.617493608495153,60.72851322105866,595.478512536603,506.78322824642083,774.7703840384733,536.4122883353988,163.59495868956532,0
t2.micro,eu-central-1,12.10935795978016,80.21486943745563,466.62897179154913,286.3214709195853,653.9643238867956,456.9453853934607,144.143997405797,0
t2.small,us-east-1,40.117069350243966,21.24254613793466,569.2393193263671,776.2639805509814,1920.6538399316796,522.5449848924383,283.10795915687686,0
c5.xlarge,us-west-2,74.84426646254663,50.99482544065811,906.9171926221092,681.7302477921107,1861.939114885873,482.98400109908647,643.5088889485846,0
c5.xlarge,ap-south-1,88.98209034519556,64.70193275798644,276.66487207996033,884.6089395110813,1023.1698978070765,584.6941134067715,567.2222213927874,0
t2.micro,eu-central-1,22.033351288282255,66.97595225038485,120.30806053481251,224.55407820474633,1723.1489590778722,567.0870412100423,196.24225218276018,0
c5.xlarge,us-east-1,57.53045722817081,65.01460804991203,875.4983962291909,280.531666441644,1014.1822597417329,477.77874374048196,489.4015064923646,0
c5.xlarge,us-east-1,40.47126853048172,28.73828341152792,619.4053741491158,269.43851990520216,963.9002325305187,553.0295708470476,430.9891158232851,0
c5.xlarge,us-west-2,87.59315182516826,39.46071324415928,901.5926099156582,734.0318140970694,482.1733056787304,654.2509931817586,536.5736388374507,0
t2.micro,us-west-2,77.36951385085669,43.31650915210588,637.2507010718554,249.52583716009454,967.530901685551,424.78106964984767,184.15882763185925,0
c5.xlarge,eu-central-1,77.06629637689103,72.28841849916782,829.1449809637322,153.3278638586449,1167.3504894796524,414.6367978293727,509.3876017622934,0
t2.medium,eu-central-1,47.49545278359762,38.11939170694595,486.70602701963315,898.8486452685029,240.50778937163562,597.4077228432377,249.69060244384394,0
t2.micro,us-east-1,43.185560187013216,33.6958226513682,774.8739381594419,119.85376915611931,999.4034093157316,502.9279952618369,170.21266291516673,0
t2.small,us-east-1,31.8725657544565,82.23412123747624,921.7373202008704,768.1952481270926,1606.4411931113605,236.92352571574605,256.8499467003988,0
c5.xlarge,ap-south-1,14.51003973207417,20.57611353237548,614.9106673499856,392.29347324052225,1424.0829014736858,663.8982481593623,487.56950921300773,1
m5.large,us-east-1,79.17779010040425,84.85835561932858,262.7066355061416,773.2923678062522,1343.282579955083,216.00721316357289,366.7630215787303,0
t2.micro,eu-central-1,75.03208073040621,63.99338442573072,341.91785352717835,543.6963929689159,1837.1997711869644,589.1661052290665,249.71654500229133,0
t2.small,us-west-2,89.97741386289044,73.85050446419261,278.78011920766517,821.3049835890881,232.45761768541402,594.5729542062427,238.02706347283427,0
t2.medium,eu-central-1,89.73094696591244,39.150260762502555,322.1713248361596,840.9543891317013,1202.6856551460214,695.6177643466038,363.2893741825049,0
t2.small,ap-south-1,54.434536448210196,20.930493048358898,375.77390441593275,107.2785450246208,1617.2279271374728,228.14989236920678,197.73078286112505,0
c5.xlarge,ap-south-1,71.51899321444084,67.96151870649945,599.6204080778696,160.32974079423062,1174.403688862281,510.3655676079353,509.0578153601537,0
m5.large,us-west-2,85.58125839059424,74.21939880504392,629.1924665174495,300.28698365668436,783.0119946446825,422.47709672606754,356.3396596835521,0
c5.xlarge,eu-central-1,77.97179125419292,68.13094857697874,483.84977251767504,635.4523330908013,445.25101716556014,371.9291365269619,419.4446133974652,0
t2.small,ap-south-1,29.78784813945581,29.28526867455451,653.8787018387519,810.6177572092048,1797.6135292691445,246.965651355518,237.03742807430484,0
t2.micro,eu-central-1,46.04353082480748,68.97281494670298,173.41743305022933,467.9535610351702,1047.3723062976853,492.58014222908076,175.19604829773473,0
m5.large,ap-south-1,20.3327532121196,69.97998083699667,179.00941335234398,585.5784930194123,1780.6073545742624,449.1011773507991,368.2797778956701,0
m5.large,us-west-2,86.32408218069779,62.80513351855357,254.6465143218926,250.79988223644892,1254.533820379703,254.36831823853262,329.89033932671646,0
t2.small,ap-south-1,58.493970756070404,69.7975356317131,566.2697482363103,743.9734671053483,1413.5458099070015,518.4945436904834,282.81727237328647,0
c5.xlarge,eu-central-1,28.29142444027702,74.9848935790526,292.5952108284822,873.8624890827758,1647.67007788121,583.735622531528,564.1807022800724,0
t2.small,eu-central-1,63.73605475246854,59.8842674254348,354.9559631433196,314.879146331678,1386.4799802802418,598.984716547897,268.95701231951995,0
m5.large,ap-south-1,59.450259236631666,25.75930640802914,460.28155255569465,495.86076128043703,916.4987132220879,670.7940578964623,367.04202622942915,0
t2.small,us-east-1,38.65301744262724,51.695807628368705,830.6795116093418,168.89288840509903,1124.5400910715716,412.9247857821641,216.41074277413944,0
m5.large,us-west-2,19.08460737597032,25.04720675365433,112.4759223215741,547.3093251703747,1645.4819444165837,695.5978396835112,380.5355703470389,1
c5.xlarge,us-west-2,63.72585564742397,46.490297017108006,684.4409382129602,502.22675347734446,872.5705334713715,650.0232906429967,518.7860893369208,0
t2.micro,ap-south-1,51.62461607230347,46.4619217931658,701.9888779366169,215.54918732406207,898.6186221832947,354.1808169324483,156.7218143197932,0
t2.micro,ap-south-1,71.78547133885115,24.2906398691157,818.7902023209729,453.65297049446,372.2422089044021,282.8271794217184,138.08144314791187,0
t2.small,us-east-1,51.61308008895947,42.67333470801616,939.4776451542818,367.2837216692506,1846.251983399146,426.40248598656694,278.9126892743263,0
m5.large,us-west-2,78.1745200254832,27.214876421435463,118.12406405436084,517.4647002441515,363.86536690179514,408.9873281371026,261.4416024481286,0
t2.micro,us-east-1,54.152547101958845,72.53528865059944,238.40533496189457,568.5234683430393,1366.7765194074007,499.37403877222624,203.96041613838668,0
m5.large,us-west-2,54.8750377228309,81.59972168769059,897.5541646503938,106.79646288576761,943.7500618450358,503.36084081042895,367.28837861864474,0
c5.xlarge,ap-south-1,80.1322882126676,24.70057089176601,512.6667059683139,708.8047863596443,930.1149024597962,589.993231877587,518.9581020839086,0
t2.small,us-west-2,42.27862929699177,82.0824884739606,608.1315750401172,670.4114334893926,1423.1933058308312,465.1427730669173,268.7045434707081,0
m5.large,us-west-2,20.72121827605126,53.967478956888435,696.7244833508327,393.02910896521774,320.7687187337817,254.5077732891981,207.55752920432639,0
t2.small,us-west-2,12.302614105067118,39.4717690670018,711.1599440460736,142.3487484550546,1268.6704093125823,646.3114944876152,229.61162342052233,0
m5.large,us-east-1,70.41098045388952,24.99603489295063,938.5663629848574,703.9460318280403,1589.6572147502386,361.0775832562973,413.09135694699035,0
m5.large,us-east-1,59.624764108277176,52.54057742457716,997.2544756705026,864.140128382506,1690.7829641958697,705.0746793594278,516.27190669018,0
c5.xlarge,us-west-2,66.32638144793788,71.64351039189867,748.1417148378462,292.1212768176114,506.95470090879553,261.2872565134805,371.9305387702172,0
t2.small,eu-central-1,27.037132920712857,65.96062102233537,358.4990882846357,358.8196909896303,1815.3542901407127,698.2906095609017,288.584448348232,0
t2.medium,us-east-1,20.90971804694158,23.264690745158294,891.7771620649092,247.05031158545196,1381.062965325396,247.32613957890882,226.73140920865077,0
m5.large,ap-south-1,11.163573253430554,24.73861929891373,144.29882308668545,561.5488986758717,1787.338641477229,320.1387917324709,302.08034797899165,0
